11.91995 52.63291 0.9951 0.5242 0.246 0.310
8.939329 50.44298 0.5503 -0.6227 0.338 0.379
-5.46656 54.91223 0.3885 0.1738 0.276 0.500
10.66298 51.69808 0.8183 0.3088 0.417 0.440
52.09660 47.65661 -0.7577 -0.8521 0.314 0.320
60.63413 48.93732 -0.5502 -0.2760 0.282 0.406
58.24290 45.86879 0.0606 0.0191 0.395 0.211
59.41460 51.11581 0.1134 0.4741 0.357 0.479
67.11425 49.39890 -0.8460 0.5879 0.480 0.473
52.35642 53.38770 0.8644 0.2716 0.441 0.480
52.88234 44.19258 -0.2424 -0.4256 0.475 0.386
59.74529 49.62718 -0.4695 0.6737 0.349 0.311
60.12196 57.24390 -0.8094 -0.9978 0.232 0.296
56.08823 45.49747 -0.5134 -0.4982 0.219 0.351
60.82599 48.76216 -0.1406 0.1800 0.303 0.433
59.16289 46.39625 -0.6000 0.4388 0.368 0.420
60.25886 51.76906 -0.5996 -0.3078 0.425 0.238
60.15779 47.79123 0.9960 0.0420 0.289 0.368
52.06929 44.30020 0.4404 0.8384 0.474 0.317
54.35447 54.87184 0.8010 -0.2815 0.339 0.226
54.72090 51.18734 0.8771 -0.6371 0.403 0.498
50.77137 48.73211 -0.0417 0.6864 0.281 0.385
61.82483 53.95310 -0.8702 0.0830 0.397 0.330
62.04261 58.07195 0.7930 0.3298 0.285 0.224
50.93844 44.00435 0.3885 0.2335 0.383 0.446
66.68811 53.15318 0.2924 0.9897 0.213 0.384
61.58889 57.54287 -0.1833 -0.4618 0.213 0.307
67.40734 51.01378 -0.8627 0.0405 0.271 0.481
57.80524 50.24956 -0.0367 -0.2745 0.394 0.318
64.04971 49.51095 0.2419 -0.6209 0.258 0.309
114.3361 29.58021 0.1865 2.6758 0.464 0.266
108.9165 33.55486 0.5564 1.6510 0.312 0.383
110.8604 39.42455 -0.6262 1.5071 0.205 0.574
104.9967 33.71896 -1.2330 2.7325 0.512 0.545
106.7582 33.78227 -1.3038 2.4005 0.590 0.212
112.7108 29.10637 0.6212 2.0330 0.457 0.262
113.7369 36.63365 0.3914 2.3574 0.375 0.542
101.0926 28.43329 -0.8186 1.5747 0.316 0.304
108.1401 33.11195 -0.9599 1.9329 0.393 0.562
111.1417 34.83385 -0.6636 2.8799 0.345 0.405
106.9523 30.46443 0.4140 2.0043 0.308 0.231
102.9240 26.11465 -0.5174 2.6269 0.499 0.239
108.5526 27.89652 0.0316 1.7643 0.576 0.577
109.0892 27.97494 -0.9923 1.1861 0.209 0.539
110.0451 32.34479 -0.8993 1.6083 0.469 0.354
106.6011 25.15581 0.7267 2.2271 0.557 0.466
102.9264 26.21770 0.3006 1.3826 0.340 0.350
112.2504 28.26020 0.1462 1.1402 0.264 0.591
109.6530 24.66221 0.0848 1.1208 0.451 0.438
41.8866 -6.49379 -3.3850 -3.2829 0.327 0.376
37.7884 -0.32569 -3.1565 -3.2274 0.358 0.427
40.44 -7.04919 -3.0830 -3.2296 0.206 0.583
34.9991 0.532400 -3.5043 -2.7756 0.740 0.362
42.56110 7.948399 -3.2885 -4.1007 0.777 0.432
47.2085 0.086500 -2.7234 -3.4920 0.283 0.372
43.2004 -2.18030 -3.1751 -3.5215 0.377 0.520
37.2008 5.453599 -2.5627 -3.7193 0.490 0.649
43.2609 -0.79590 -3.0783 -3.9973 0.570 0.518
46.2628 -1.42949 -4.0079 -3.0032 0.451 0.420
38.6656 -0.76889 -3.4754 -3.6234 0.472 0.419
41.0745 -5.96460 -3.3859 -4.0804 0.611 0.542
38.2621 -2.66610 -4.3918 -3.3741 0.693 0.208
3.228288 -33.1914 2.5336 0.9192 0.297 0.367
13.57752 -33.0227 1.9441 -0.3206 0.290 0.494
12.97685 -27.2527 1.7145 0.7317 0.299 0.400
17.72947 -28.8559 2.6926 -0.2255 0.326 0.292
10.36975 -36.1703 3.3628 0.1229 0.316 0.306
17.82906 -24.6766 2.8456 -0.1760 0.292 0.392
8.879190 -24.0608 1.7960 -0.1734 0.297 0.370
3.797270 -32.1459 1.4485 0.6717 0.459 0.240
14.02690 -26.5396 1.4342 -0.3341 0.215 0.480
13.02628 -24.4989 2.1677 0.6553 0.334 0.439
13.15334 -16.8130 1.4583 0.4601 0.360 0.460
14.82155 -28.3812 2.5999 -0.0451 0.414 0.484
12.59346 -25.2634 2.9155 1.2574 0.414 0.272
11.65820 -24.1134 1.1281 -0.4987 0.214 0.481
4.778767 -32.9700 1.9072 0.6183 0.476 0.294
8.558108 -32.0945 2.5363 0.0790 0.399 0.295
9.931463 -20.6287 1.0006 1.1112 0.485 0.420
17.95964 -25.8605 1.7468 0.1834 0.343 0.412
18.74799 -36.4657 1.5009 0.1376 0.215 0.202
10.69081 -20.4461 1.0195 1.1096 0.373 0.412
7.637037 -28.8190 2.8144 0.3876 0.376 0.437
21.54233 -34.0504 1.7364 1.2442 0.467 0.437
